epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,721.354,1.67944,1.92071,2.0596,0.44512,0.39878,0.35475,0.182,1.97372,2.25792,2.50741,0.000900844,0.000900844,0.000900844
43,737.986,1.67005,1.9088,2.06886,0.47081,0.39899,0.3676,0.19611,1.92536,2.22474,2.46522,0.000896127,0.000896127,0.000896127
44,754.725,1.65435,1.96513,2.05611,0.41365,0.41594,0.33991,0.17434,1.93756,2.28957,2.4766,0.000891313,0.000891313,0.000891313
45,771.349,1.66282,1.97276,2.04724,0.4869,0.42129,0.38429,0.19635,1.92452,2.1848,2.44767,0.000886404,0.000886404,0.000886404
46,787.892,1.6419,1.89736,2.04701,0.47789,0.41847,0.37099,0.19175,1.92556,2.18476,2.45241,0.000881401,0.000881401,0.000881401
47,804.581,1.63642,1.90649,2.0324,0.44035,0.40069,0.35224,0.19043,1.94961,2.22689,2.50437,0.000876305,0.000876305,0.000876305
48,821.149,1.66225,1.91865,2.05915,0.55052,0.35264,0.37613,0.19484,1.94732,2.26135,2.49109,0.000871117,0.000871117,0.000871117
49,837.845,1.66648,1.94413,2.03348,0.43625,0.38817,0.34616,0.18248,1.91526,2.31675,2.46356,0.000865839,0.000865839,0.000865839
50,854.53,1.64532,1.90925,2.02633,0.43869,0.40574,0.34917,0.18987,1.91708,2.22122,2.4646,0.000860473,0.000860473,0.000860473
51,871.109,1.62866,1.89909,2.0361,0.46928,0.40961,0.36783,0.18812,1.92714,2.16624,2.45549,0.000855018,0.000855018,0.000855018
52,887.917,1.63712,1.91112,2.02908,0.43807,0.41942,0.36163,0.1941,1.91038,2.26091,2.4188,0.000849477,0.000849477,0.000849477
53,904.513,1.62603,1.90295,2.01371,0.45966,0.39843,0.35502,0.18542,1.95221,2.19483,2.5054,0.000843851,0.000843851,0.000843851
54,921.09,1.61731,1.88918,2.01274,0.45446,0.43259,0.35932,0.19495,1.92303,2.19771,2.46212,0.000838141,0.000838141,0.000838141
55,937.794,1.65318,1.89984,2.03093,0.42944,0.405,0.34689,0.18177,1.92623,2.22939,2.46417,0.000832349,0.000832349,0.000832349
56,954.473,1.64509,1.90545,2.02631,0.46952,0.39348,0.36662,0.19087,1.90747,2.19186,2.44883,0.000826477,0.000826477,0.000826477
57,971.065,1.64331,1.88988,2.0313,0.43282,0.42714,0.36883,0.18966,1.89586,2.19069,2.43363,0.000820525,0.000820525,0.000820525
58,987.707,1.60645,1.85886,2.00104,0.45526,0.43648,0.37297,0.18962,1.9427,2.18929,2.47254,0.000814495,0.000814495,0.000814495
59,1004.5,1.62043,1.8601,2.00593,0.47412,0.42529,0.36632,0.1925,1.87094,2.14058,2.38746,0.000808389,0.000808389,0.000808389
60,1021.35,1.5909,1.83144,1.98372,0.47084,0.39293,0.35195,0.17907,1.89633,2.19681,2.42993,0.000802208,0.000802208,0.000802208
61,1037.96,1.58247,1.84594,1.99134,0.48198,0.42213,0.37445,0.19468,1.89462,2.15186,2.42379,0.000795954,0.000795954,0.000795954
62,1054.59,1.62697,1.85791,2.01656,0.47723,0.42371,0.37296,0.18324,1.91104,2.17985,2.41924,0.000789628,0.000789628,0.000789628
