epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,994.783,1.6126,1.83905,2.02144,0.45222,0.455,0.39794,0.20267,1.8934,2.12468,2.43661,0.000795954,0.000795954,0.000795954
62,1010.78,1.60929,1.8531,2.01615,0.43204,0.4463,0.37066,0.18952,1.94688,2.20454,2.45005,0.000789628,0.000789628,0.000789628
63,1026.72,1.57566,1.81234,2.00066,0.48976,0.43011,0.39153,0.19168,1.95876,2.18099,2.53652,0.000783231,0.000783231,0.000783231
64,1042.65,1.61826,1.84389,2.02313,0.43703,0.44683,0.38343,0.20108,1.89136,2.12152,2.44632,0.000776766,0.000776766,0.000776766
65,1058.52,1.59401,1.85218,2.01098,0.42877,0.44279,0.37916,0.20465,1.88515,2.14688,2.42465,0.000770234,0.000770234,0.000770234
66,1074.42,1.62119,1.84287,2.0107,0.47011,0.42136,0.37588,0.19011,1.93143,2.11945,2.46414,0.000763637,0.000763637,0.000763637
67,1090.25,1.59618,1.82661,2.0187,0.46714,0.4289,0.37469,0.1971,1.89272,2.1081,2.42905,0.000756976,0.000756976,0.000756976
68,1106.19,1.62688,1.82998,2.02056,0.46117,0.44978,0.39121,0.19304,1.91234,2.1019,2.44634,0.000750252,0.000750252,0.000750252
69,1122.05,1.59072,1.83225,2.01281,0.47092,0.4169,0.38561,0.19437,1.90966,2.13603,2.48449,0.000743468,0.000743468,0.000743468
70,1138.03,1.56541,1.82496,1.99806,0.45956,0.43794,0.39262,0.19328,1.93204,2.12098,2.46391,0.000736625,0.000736625,0.000736625
71,1153.96,1.59729,1.83686,2.01148,0.48995,0.40706,0.40302,0.19453,1.94714,2.14735,2.51413,0.000729725,0.000729725,0.000729725
72,1170.04,1.57552,1.82595,1.99755,0.43791,0.43807,0.37621,0.19065,1.97841,2.15589,2.48477,0.00072277,0.00072277,0.00072277
73,1186.07,1.57359,1.7852,1.98655,0.46656,0.45586,0.38595,0.18968,1.90099,2.12313,2.45072,0.000715761,0.000715761,0.000715761
74,1202.01,1.58355,1.84556,2.0258,0.46775,0.43949,0.37786,0.18333,1.9584,2.17998,2.49884,0.0007087,0.0007087,0.0007087
75,1217.94,1.58754,1.80709,2.00535,0.52979,0.43204,0.39511,0.19756,1.91507,2.10525,2.4707,0.000701588,0.000701588,0.000701588
76,1233.79,1.56224,1.80149,1.98512,0.4097,0.44355,0.36453,0.18463,1.89779,2.16212,2.47727,0.000694428,0.000694428,0.000694428
77,1249.75,1.56441,1.79037,1.97028,0.48612,0.44027,0.39397,0.19538,1.9208,2.13387,2.44098,0.000687222,0.000687222,0.000687222
78,1265.74,1.56693,1.78609,2.00484,0.4694,0.46303,0.38842,0.201,1.89998,2.14314,2.43871,0.00067997,0.00067997,0.00067997
79,1281.55,1.59219,1.79176,2.01973,0.46661,0.41209,0.37141,0.18062,1.975,2.21076,2.53725,0.000672675,0.000672675,0.000672675
80,1297.38,1.58249,1.81772,2.00841,0.48537,0.42291,0.38987,0.19344,1.96229,2.17932,2.49389,0.000665339,0.000665339,0.000665339
81,1313.23,1.58467,1.79605,1.99353,0.49512,0.41129,0.39122,0.19958,1.89877,2.14417,2.45609,0.000657963,0.000657963,0.000657963
82,1329.3,1.56856,1.80387,1.98585,0.43803,0.43589,0.36658,0.18262,1.95538,2.16515,2.44886,0.00065055,0.00065055,0.00065055
83,1345.13,1.58953,1.7974,2.02164,0.4498,0.462,0.3816,0.19295,1.93899,2.13241,2.47615,0.000643101,0.000643101,0.000643101
84,1360.85,1.58166,1.8252,1.98452,0.45231,0.45163,0.38907,0.1929,1.94745,2.13681,2.45733,0.000635617,0.000635617,0.000635617
85,1376.82,1.56396,1.81374,1.985,0.47444,0.43354,0.38395,0.18794,1.92764,2.15318,2.45145,0.000628101,0.000628101,0.000628101
86,1392.8,1.55556,1.79988,1.97876,0.49514,0.41432,0.39734,0.20444,1.85191,2.08109,2.38088,0.000620555,0.000620555,0.000620555
87,1408.68,1.56335,1.82089,1.96535,0.43648,0.47324,0.38717,0.20624,1.87426,2.09866,2.39907,0.000612981,0.000612981,0.000612981
88,1424.6,1.53772,1.74373,1.96387,0.50534,0.437,0.39491,0.19117,1.90946,2.14123,2.45265,0.00060538,0.00060538,0.00060538
89,1440.36,1.5427,1.78793,1.95964,0.47463,0.43291,0.39149,0.2008,1.85645,2.11622,2.38443,0.000597754,0.000597754,0.000597754
90,1456.19,1.55173,1.79517,1.97173,0.4449,0.44267,0.40205,0.2006,1.90446,2.10363,2.42498,0.000590105,0.000590105,0.000590105
91,1472.15,1.54218,1.77763,1.95703,0.44977,0.4422,0.41059,0.20946,1.91462,2.08547,2.42521,0.000582435,0.000582435,0.000582435
92,1488.02,1.53801,1.77133,1.96795,0.43285,0.46682,0.40696,0.2089,1.86943,2.0981,2.40397,0.000574746,0.000574746,0.000574746
93,1504,1.51765,1.74356,1.95696,0.48063,0.43108,0.392,0.20122,1.89539,2.12179,2.43598,0.00056704,0.00056704,0.00056704
94,1519.98,1.51603,1.72308,1.94444,0.4421,0.44401,0.3919,0.18856,1.94493,2.10077,2.44301,0.000559318,0.000559318,0.000559318
95,1535.75,1.53178,1.74874,1.94977,0.49538,0.44297,0.39373,0.19568,1.91048,2.10398,2.43906,0.000551584,0.000551584,0.000551584
96,1551.65,1.5457,1.7763,1.98495,0.42326,0.44929,0.38993,0.19642,1.90653,2.12397,2.4392,0.000543837,0.000543837,0.000543837
97,1567.5,1.52914,1.72906,1.9437,0.445,0.4613,0.40219,0.20249,1.91571,2.09958,2.40261,0.000536081,0.000536081,0.000536081
98,1583.57,1.5452,1.76536,1.97873,0.46285,0.44589,0.38665,0.19556,1.91337,2.10556,2.45147,0.000528318,0.000528318,0.000528318
99,1599.54,1.52425,1.69168,1.94128,0.46,0.4451,0.40184,0.20102,1.87555,2.04542,2.40231,0.000520548,0.000520548,0.000520548
100,1615.35,1.54022,1.75883,1.94386,0.41941,0.48012,0.39294,0.20559,1.89947,2.10479,2.40104,0.000512775,0.000512775,0.000512775
101,1631.16,1.54273,1.75722,1.97499,0.5035,0.45712,0.42428,0.21456,1.89846,2.08696,2.42667,0.000505,0.000505,0.000505
102,1647.2,1.51858,1.75369,1.95815,0.49436,0.45193,0.41266,0.21098,1.87665,2.06376,2.41897,0.000497225,0.000497225,0.000497225
103,1663.16,1.51465,1.72787,1.94361,0.47262,0.45347,0.40969,0.20877,1.88838,2.05667,2.39343,0.000489452,0.000489452,0.000489452
104,1679.23,1.54201,1.74283,1.95301,0.47807,0.44823,0.39598,0.20475,1.87173,2.07077,2.40577,0.000481682,0.000481682,0.000481682
105,1695.18,1.50557,1.69267,1.94428,0.42898,0.45746,0.3874,0.19827,1.9112,2.10168,2.41224,0.000473919,0.000473919,0.000473919
106,1711.23,1.5183,1.70701,1.93721,0.47074,0.44633,0.40596,0.20456,1.90018,2.0703,2.40143,0.000466163,0.000466163,0.000466163
107,1727.08,1.54058,1.73693,1.95829,0.48021,0.48202,0.43431,0.21523,1.90407,2.03955,2.46649,0.000458416,0.000458416,0.000458416
108,1743.01,1.54489,1.77691,1.97145,0.44535,0.47266,0.40097,0.20086,1.91857,2.13453,2.45053,0.000450682,0.000450682,0.000450682
109,1758.9,1.48792,1.68951,1.91439,0.49012,0.4489,0.40573,0.21173,1.90883,2.12194,2.4379,0.00044296,0.00044296,0.00044296
110,1774.84,1.5257,1.7681,1.96289,0.4764,0.44284,0.40981,0.21097,1.89633,2.12083,2.43066,0.000435254,0.000435254,0.000435254
111,1790.6,1.5028,1.68713,1.92273,0.46893,0.45457,0.39742,0.19482,1.92831,2.09922,2.46172,0.000427565,0.000427565,0.000427565
112,1806.39,1.4859,1.69243,1.93137,0.49858,0.45114,0.40018,0.20268,1.88484,2.11434,2.40662,0.000419895,0.000419895,0.000419895
113,1822.23,1.49052,1.72307,1.92926,0.47396,0.46704,0.40607,0.2041,1.89773,2.09451,2.41553,0.000412246,0.000412246,0.000412246
114,1838.2,1.54112,1.76447,1.92702,0.43583,0.46023,0.39346,0.19871,1.91261,2.08251,2.41063,0.00040462,0.00040462,0.00040462
115,1854.11,1.48198,1.67383,1.9145,0.48363,0.47119,0.40066,0.20151,1.90039,2.07802,2.41799,0.000397019,0.000397019,0.000397019
116,1869.96,1.47911,1.65744,1.91555,0.49514,0.45345,0.39551,0.20078,1.91097,2.08501,2.415,0.000389445,0.000389445,0.000389445
117,1885.66,1.51219,1.71401,1.94102,0.46722,0.46063,0.39831,0.19988,1.86311,2.0761,2.37134,0.000381899,0.000381899,0.000381899
118,1901.63,1.51425,1.69426,1.93101,0.42113,0.4472,0.36739,0.18951,1.89892,2.12856,2.42144,0.000374383,0.000374383,0.000374383
