epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,1486.65,1.56611,1.8056,1.96547,0.47234,0.44866,0.39358,0.19448,1.92821,2.18059,2.41981,0.00065055,0.00065055,0.00065055
83,1504.45,1.55493,1.80195,1.97434,0.43098,0.45695,0.37439,0.19522,1.9003,2.17489,2.39358,0.000643101,0.000643101,0.000643101
84,1522.37,1.56746,1.7994,1.95654,0.4749,0.43621,0.39236,0.19946,1.94004,2.16803,2.43572,0.000635617,0.000635617,0.000635617
85,1540.25,1.55977,1.79585,1.96067,0.45876,0.48697,0.41261,0.21732,1.90879,2.11953,2.43209,0.000628101,0.000628101,0.000628101
86,1558.25,1.56034,1.78386,1.95758,0.46047,0.44946,0.40635,0.20092,1.88156,2.15449,2.35618,0.000620555,0.000620555,0.000620555
87,1576.38,1.5595,1.79895,1.93887,0.47375,0.45708,0.4114,0.19947,1.91972,2.11113,2.39574,0.000612981,0.000612981,0.000612981
88,1594.86,1.5332,1.73924,1.9387,0.49689,0.42846,0.39501,0.1941,1.92233,2.14196,2.40569,0.00060538,0.00060538,0.00060538
89,1613.06,1.54555,1.77999,1.93569,0.40755,0.45199,0.38395,0.19771,1.87579,2.14853,2.39229,0.000597754,0.000597754,0.000597754
90,1631.27,1.5575,1.77588,1.94626,0.44815,0.46239,0.4073,0.20472,1.89949,2.11335,2.38149,0.000590105,0.000590105,0.000590105
91,1649.45,1.54028,1.75794,1.93161,0.49222,0.45094,0.42903,0.21244,1.90975,2.08336,2.39324,0.000582435,0.000582435,0.000582435
92,1667.37,1.52995,1.7589,1.93916,0.43864,0.46372,0.41288,0.209,1.88663,2.06841,2.37594,0.000574746,0.000574746,0.000574746
93,1685.39,1.51587,1.73305,1.93272,0.4885,0.44303,0.39231,0.19507,1.88796,2.10324,2.40369,0.00056704,0.00056704,0.00056704
94,1703.5,1.51217,1.70205,1.91345,0.45178,0.46656,0.39727,0.20211,1.89369,2.08193,2.3767,0.000559318,0.000559318,0.000559318
95,1721.45,1.52091,1.72918,1.91863,0.44294,0.4737,0.40449,0.20853,1.88821,2.11212,2.4022,0.000551584,0.000551584,0.000551584
96,1739.49,1.54077,1.75414,1.94684,0.46041,0.45791,0.39948,0.20433,1.86496,2.1242,2.39798,0.000543837,0.000543837,0.000543837
97,1757.62,1.52046,1.70903,1.91962,0.47956,0.47321,0.40403,0.19967,1.89331,2.12121,2.3717,0.000536081,0.000536081,0.000536081
98,1775.75,1.53319,1.74642,1.9373,0.54075,0.45045,0.4186,0.20832,1.88881,2.05428,2.38431,0.000528318,0.000528318,0.000528318
99,1793.83,1.52268,1.66605,1.91154,0.50893,0.45649,0.40769,0.20263,1.91895,2.08942,2.37272,0.000520548,0.000520548,0.000520548
100,1811.84,1.53017,1.7647,1.91011,0.47975,0.45173,0.40789,0.2068,1.88495,2.10222,2.36124,0.000512775,0.000512775,0.000512775
101,1829.83,1.53471,1.72745,1.94305,0.53127,0.46459,0.41443,0.2058,1.907,2.09872,2.39984,0.000505,0.000505,0.000505
