epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,775.672,1.67317,1.92572,2.06712,0.42644,0.43368,0.36719,0.19226,1.95425,2.22494,2.46328,0.000900844,0.000900844,0.000900844
43,793.628,1.65601,1.89673,2.06117,0.462,0.41225,0.35991,0.193,1.903,2.22188,2.42689,0.000896127,0.000896127,0.000896127
44,811.532,1.66978,1.95784,2.07081,0.45948,0.43802,0.37755,0.19672,1.94109,2.2041,2.46517,0.000891313,0.000891313,0.000891313
45,829.629,1.67949,1.95157,2.0702,0.4358,0.4564,0.38688,0.19992,1.93753,2.19957,2.43931,0.000886404,0.000886404,0.000886404
46,847.579,1.67747,1.8985,2.06492,0.4627,0.45363,0.37389,0.19133,1.95262,2.22064,2.47589,0.000881401,0.000881401,0.000881401
47,865.541,1.64636,1.90039,2.04267,0.47897,0.40106,0.34179,0.18666,1.91563,2.21074,2.48048,0.000876305,0.000876305,0.000876305
48,883.459,1.66448,1.90218,2.05893,0.43725,0.43511,0.3802,0.19113,1.94903,2.22004,2.48129,0.000871117,0.000871117,0.000871117
49,901.468,1.67224,1.93255,2.0399,0.41898,0.41612,0.35678,0.18536,1.93155,2.26164,2.4571,0.000865839,0.000865839,0.000865839
50,919.491,1.66228,1.91005,2.05176,0.42896,0.43995,0.37539,0.1912,1.92351,2.1856,2.44387,0.000860473,0.000860473,0.000860473
51,937.394,1.6469,1.87703,2.04403,0.4474,0.42805,0.35889,0.18845,1.92288,2.21776,2.43511,0.000855018,0.000855018,0.000855018
52,955.414,1.63095,1.91194,2.03638,0.44028,0.44992,0.38101,0.19951,1.85465,2.20058,2.39711,0.000849477,0.000849477,0.000849477
53,973.48,1.63825,1.88158,2.03271,0.43945,0.43871,0.37542,0.19598,1.90594,2.21847,2.41805,0.000843851,0.000843851,0.000843851
54,991.448,1.62811,1.87034,2.01208,0.45992,0.40625,0.35445,0.18209,1.88306,2.17365,2.38761,0.000838141,0.000838141,0.000838141
55,1009.29,1.65373,1.90019,2.05015,0.4461,0.41339,0.35516,0.18609,1.92792,2.26222,2.45697,0.000832349,0.000832349,0.000832349
56,1027.23,1.64932,1.89963,2.04179,0.4455,0.41148,0.37367,0.19339,1.90222,2.18891,2.41108,0.000826477,0.000826477,0.000826477
57,1045.23,1.64244,1.86036,2.02769,0.50153,0.42287,0.38509,0.19463,1.92506,2.25324,2.44086,0.000820525,0.000820525,0.000820525
58,1063.11,1.61963,1.86253,2.00627,0.42705,0.4376,0.36873,0.20094,1.91332,2.21488,2.45385,0.000814495,0.000814495,0.000814495
59,1080.99,1.61131,1.85375,2.01206,0.45958,0.43224,0.3625,0.19552,1.9016,2.18138,2.40583,0.000808389,0.000808389,0.000808389
60,1099.01,1.58508,1.81898,1.98068,0.47058,0.44941,0.37971,0.19241,1.9146,2.19864,2.46111,0.000802208,0.000802208,0.000802208
61,1116.97,1.60637,1.83478,2.00662,0.48779,0.42253,0.39449,0.205,1.893,2.12454,2.4213,0.000795954,0.000795954,0.000795954
62,1135.12,1.62092,1.83977,2.01575,0.42718,0.46915,0.37596,0.18479,1.89538,2.19567,2.40479,0.000789628,0.000789628,0.000789628
63,1153.12,1.56475,1.79167,1.96995,0.45901,0.43983,0.39411,0.19802,1.93143,2.15144,2.48631,0.000783231,0.000783231,0.000783231
64,1171.11,1.62067,1.82174,1.99879,0.48278,0.45023,0.3922,0.19465,1.90744,2.13679,2.41355,0.000776766,0.000776766,0.000776766
65,1189.21,1.59328,1.832,1.99139,0.4356,0.44701,0.35973,0.18477,1.91513,2.17067,2.43361,0.000770234,0.000770234,0.000770234
66,1207.19,1.60531,1.83664,1.98603,0.43301,0.44208,0.36637,0.1896,1.93305,2.20268,2.44526,0.000763637,0.000763637,0.000763637
67,1225.22,1.58588,1.81558,1.98608,0.47972,0.44412,0.38126,0.19054,1.91167,2.11188,2.3996,0.000756976,0.000756976,0.000756976
68,1243.12,1.62862,1.79822,2.0098,0.472,0.44545,0.38808,0.20118,1.92178,2.13492,2.4464,0.000750252,0.000750252,0.000750252
69,1261.17,1.59442,1.82559,1.98628,0.46708,0.43896,0.3908,0.198,1.89878,2.15395,2.42895,0.000743468,0.000743468,0.000743468
70,1279.19,1.57789,1.808,1.96356,0.4759,0.4416,0.38345,0.19173,1.95226,2.14449,2.45066,0.000736625,0.000736625,0.000736625
71,1296.99,1.61764,1.84193,2.00459,0.52684,0.45003,0.4111,0.19814,1.93704,2.16042,2.46689,0.000729725,0.000729725,0.000729725
72,1314.89,1.57248,1.81081,1.96638,0.46759,0.45546,0.4057,0.20329,1.92067,2.15824,2.42532,0.00072277,0.00072277,0.00072277
73,1332.88,1.57708,1.78297,1.961,0.49654,0.44634,0.41174,0.20467,1.90649,2.11862,2.43224,0.000715761,0.000715761,0.000715761
74,1350.9,1.59017,1.83772,2.01132,0.44126,0.44218,0.36837,0.17728,1.99469,2.18843,2.50588,0.0007087,0.0007087,0.0007087
75,1369.01,1.58472,1.79441,1.97685,0.45171,0.42132,0.37374,0.18788,1.94428,2.16017,2.4727,0.000701588,0.000701588,0.000701588
76,1387.06,1.57756,1.78561,1.96671,0.47782,0.43186,0.38023,0.18541,1.93655,2.12895,2.45397,0.000694428,0.000694428,0.000694428
77,1405.07,1.56544,1.77614,1.94787,0.46263,0.43729,0.38357,0.19748,1.89396,2.14488,2.42168,0.000687222,0.000687222,0.000687222
78,1423,1.55914,1.77004,1.96637,0.49406,0.44232,0.40837,0.20283,1.91661,2.08269,2.43424,0.00067997,0.00067997,0.00067997
79,1440.93,1.58562,1.76774,1.97976,0.45343,0.46883,0.39448,0.19385,1.92788,2.1639,2.44164,0.000672675,0.000672675,0.000672675
80,1458.94,1.59055,1.79395,1.97239,0.47303,0.47989,0.42006,0.20652,1.8915,2.08914,2.39114,0.000665339,0.000665339,0.000665339
81,1476.97,1.59441,1.79215,1.97315,0.46999,0.4364,0.38353,0.20039,1.89648,2.16805,2.41013,0.000657963,0.000657963,0.000657963
82,1494.79,1.55857,1.77763,1.9641,0.44145,0.43823,0.37715,0.19185,1.96823,2.15496,2.47436,0.00065055,0.00065055,0.00065055
83,1512.71,1.57665,1.78788,1.99917,0.42637,0.46332,0.37771,0.19638,1.89028,2.11704,2.39494,0.000643101,0.000643101,0.000643101
84,1530.85,1.57777,1.78532,1.96426,0.47924,0.43755,0.37734,0.19418,1.89815,2.12662,2.42602,0.000635617,0.000635617,0.000635617
85,1548.83,1.56496,1.78559,1.95506,0.46866,0.4735,0.40614,0.19671,1.92392,2.11547,2.44345,0.000628101,0.000628101,0.000628101
86,1566.88,1.55078,1.78649,1.94579,0.42145,0.46049,0.39059,0.20311,1.87046,2.14811,2.37372,0.000620555,0.000620555,0.000620555
87,1584.98,1.56624,1.79022,1.94567,0.47015,0.45806,0.39245,0.20163,1.882,2.06882,2.38521,0.000612981,0.000612981,0.000612981
88,1602.95,1.53678,1.73701,1.94159,0.5344,0.40418,0.38937,0.19391,1.88266,2.18873,2.40719,0.00060538,0.00060538,0.00060538
89,1620.98,1.55266,1.76887,1.94058,0.41576,0.44081,0.37049,0.19613,1.8612,2.15689,2.38318,0.000597754,0.000597754,0.000597754
90,1638.98,1.56129,1.79128,1.95474,0.41192,0.4832,0.40508,0.20452,1.89617,2.09721,2.40862,0.000590105,0.000590105,0.000590105
91,1656.99,1.54457,1.7672,1.93634,0.51303,0.43306,0.40807,0.19669,1.90224,2.08133,2.41985,0.000582435,0.000582435,0.000582435
92,1675.08,1.53019,1.74788,1.94199,0.46443,0.47212,0.39255,0.19944,1.86604,2.08866,2.378,0.000574746,0.000574746,0.000574746
93,1692.94,1.52295,1.74051,1.94111,0.47852,0.438,0.37033,0.19133,1.87713,2.09481,2.38968,0.00056704,0.00056704,0.00056704
94,1711.06,1.52181,1.70283,1.92362,0.43405,0.48015,0.38774,0.1931,1.88285,2.11956,2.38842,0.000559318,0.000559318,0.000559318
95,1729.11,1.53228,1.74903,1.92998,0.49329,0.44838,0.41309,0.20257,1.87604,2.10992,2.39124,0.000551584,0.000551584,0.000551584
96,1747.04,1.54121,1.74766,1.95394,0.44913,0.44728,0.37628,0.18595,1.89609,2.15667,2.43863,0.000543837,0.000543837,0.000543837
